,Job_Name,Link,Job_Location,Internship,Teamwork,Client Communication,Time Management,Intrapersonal
307,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKnE5S0U0xepsuuUiMK8abHpCWN1asSPgyAD7EJqAB34x7nVrSYoEq9p6QKPIjoYGDuvnKYASW-aW8zG2kRKFZoT6xkhGhxNM31bEQVssXEjtWcVfhpf8joq2gHjEHGzlJSrmtLvSZsniFHN2jd7oO3fRMCPTrakizUG_X3Jviu-0g75UBXkv77H8M57LWJYE0FcLNTLA607o8A3xM75Ql8uNgWsL2moJN91Gs9pDRCVr5N3ZOiRPbTAnwWyrT12kjOuDsU3i1RjZBbQ8Ef_-vA=&p=27&fvj=1&vjs=3,Toronto,,1,,1,1
308,Senior Software Engineer - Machine Learning,https://www.indeed.ca/rc/clk?jk=d1b180386c1ef2d6&fccid=5434780ac3971e0d&vjs=3,Toronto,1,1,,,
309,Sr. Machine Learning Software Engineer,https://www.indeed.ca/rc/clk?jk=349c84b181567422&fccid=aef928e89977f7f0&vjs=3,Toronto,1,1,,,
310,Analyst - Advanced Analytics Team,https://www.indeed.ca/rc/clk?jk=0905318e0502b2d7&fccid=1c4aa3d5a92746d4&vjs=3,Toronto,1,1,,,1
311,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=06af34e7c2ef706f&fccid=e58b98011df8b83e&vjs=3,Toronto,,1,1,,
312,Machine Learning Software Engineer Sr.,https://www.indeed.ca/rc/clk?jk=4fb76f739649b47e&fccid=d40ebe11fc879426&vjs=3,Toronto,1,1,,,
313,Tenure Track Position in Media Audiences & Analytics,https://www.indeed.ca/rc/clk?jk=06602566cf575c31&fccid=4ef803080f204758&vjs=3,Toronto,,1,,,1
314,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=3d37eb916c8d5806&fccid=902725744ef10f3f&vjs=3,Toronto,,1,,,
315,"Machine Learning Engineering Technical Lead, Self Driving",https://www.indeed.ca/rc/clk?jk=b6421f4b7f58a5be&fccid=f766f8bfbc3effb7&vjs=3,Toronto,1,1,,,
316,Technical Specialist - Senior Finance Master Data Analyst,https://www.indeed.ca/rc/clk?jk=adfcc078806316d4&fccid=3a429036b3725efa&vjs=3,Toronto,1,1,1,,1
317,Senior Machine Learning System Software Engineer,https://www.indeed.ca/rc/clk?jk=c3c1181407f58cd7&fccid=d40ebe11fc879426&vjs=3,Toronto,1,,,,
318,Sr Machine Learning Product Engineer,https://www.indeed.ca/rc/clk?jk=ad97eb5d031bdbfd&fccid=d7114f1cac8d0711&vjs=3,Toronto,1,1,,,
319,Principal Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=d7f3a252ecc7da55&fccid=f3e403e0f1d59b84&vjs=3,Toronto,,,,,1
320,Senior Machine Learning Engineer - Speech Recognition,https://www.indeed.ca/rc/clk?jk=304933f28a212d17&fccid=80413c126d4e4312&vjs=3,Toronto,,,,,1
321,Software Development Engineer - Machine Learning,https://www.indeed.ca/rc/clk?jk=125127dff30ff4e7&fccid=fe2d21eef233e94a&vjs=3,Toronto,1,1,,,
322,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=26c8142077632cd4&fccid=186cb782756b7dbf&vjs=3,Toronto,1,1,,,
323,ML Engineer,https://www.indeed.ca/rc/clk?jk=46e9eb90223b03f2&fccid=ffd7023414cb4b91&vjs=3,Toronto,1,1,,,
324,Senior Software Engineer (Machine Learning Platform),https://www.indeed.ca/rc/clk?jk=238b4ef79f53cd91&fccid=d8ca090bd1ad5f9d&vjs=3,Toronto,,,,,
325,"Postdoctoral Research Fellow in Computer Vision, Deep Learning and SLAM",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0Bop1AwOGSXkIS5LvCcIOLCU6dprbvn4zr_8xHydz3OCg5jCW24zXACXeySrV8WFL73U5XD2kmIxg4Q4YmHcdQrsnpjEaM5hFxJItfg5V6lRLqSb0C_xpPZYw-DOL-y8VMoOzIo5C51_Q3bn0tZJ3eW5fcfMB3rgIcC6Dt8n_Wz8dz1Cip-ikoOKCLKKw1mwWy7tCqz54M_1jFou1MQq10Z33fKaGOVw4SepYHDAeCbCv9xNEya7NadPkRTp7297UMZX9w5lPIo-GqtxmpmhpElQvBgb3i_0CymMvJFAFdepFMhVrFPZlyM-RXAx9v1la6NPIpmyWje6rap9leaRUfvz3LwVWflceQeryBnw6y4pDxEKeR2T2hy8zTMjMaJHxfeB1YTikk7oZuDMpVk54R5eS-DyQfkf9O-PRLBEE-Ydro9S3qoJwELV9HFDtZLT6-a-ZifDUADKkyBV8BSa6zsU1gDVc7QxhKsm6JCeqwuRJb2rgcwSYyM3qNtpZmqEW1oo56kg71ltw==&p=17&fvj=1&vjs=3,Toronto,,1,,,
326,"Director, Data Science Initiatives",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIANRFn7GZl0LUUkB4eDLyVGpcpyTEoXkxag_rLlMz-FEifsHVp8vD5NWcMGwXi68ypovIvdUB9dy1hcWhIOlf7kk14dGMtdIieRV6PfRaCFRYTv2ziZjYf6YuhV1y1G2Fuqsiq9zkYDShA-6ETt1YQ--VXISt7iwwt_7RCKR0WNVyFS4I6sGSNRU5Hr-j3Zq9QfaU6yHEMeac2HoZjH8rC9BgI0wTpVKF3M7TxvRj4JswDu4ghPa7DxFgH6O4I4IGfv7L29NxdzbPhKiEQzFcb-olsOdtbHY_rrHKeljzz0HDAI7RBak4oC7HrOCxOXDTgBWLfWdtsKyfs04im6c-xsojaf_18uxXZQHkFZ8SFFNjyBrCpRiHi3M1BTDd0km-_Q9MkvlCWSZq_FCSz0GyU2Z2Sd3F5ZfkOsYmYi75Dx5whTpXNBZVJqKuLHkOKYEsrCoNHVt1u53Yg3jy2VewemzPSj1D8kV-3i_Vv8YpQ99YJwma7kAl0TL8nADc0DKFI=&p=18&fvj=0&vjs=3,Toronto,1,1,1,1,
327,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEaDGRiiySEWlWoxIyiclnfUhFIpDXCwxi9UCDMFnXofvGwFu0pWhVxSDa8gBGtOD2mYylyf6VRs6G7VPn7jTOXb6nFKHICklpy-uUyeIQEjNdQfdFhmLuFKgwTZVnzh2YyKgYOIzTj4dUTMxSAR8Q9pKT2PyxrangIU2FiNBGu1yxQiAx3MPSwYVEuJopNPts5YTtYRDcDHcBuMnV_w-G3avvzAGeuGEM2PthZkAFyRsOFpL_v35nnjqAJIrTEzizBhK4HhSnkCcuFqCI4OdKAukQNJ7SjKkMxf0TKuWztQ7ewsQAbZsX7x4w_r-T4dnwPi7Z7lZsl7IVpz7yp625t_1VPo7eNLPyYewhfJnGL8nCsDNzxI2T1f8rNu3Enuofp7dZpe0YPg0TujPEzEVMomFXoqZw6VVRg==&p=19&fvj=0&vjs=3,Toronto,,,,,
328,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuht9hnUP7HcqHHDxXs0QdkBewWNHtHoEJLjaUQc2B7zOX42JXMIK6h1FrPBNGNWAO3ljm7GeL9QQXUoFmCtyD-794Dv0ZZJoSaL9h3PRtlKwGN75xxqKvTfcjAnDMFh4LxRqTv595TIWvxpU0cz5M_-Bd4wp9ZP1iCEi4AEeMmhxBeR6Mv7FlCdL-qydvILZAE4QZSIQOvZ4uB2Djojoes6M7xWDNvVvzORqxEHZ4vmPOtv0mp7xHWXdAmDzw1Ea8Urejy33RY-_wnt5CTNnZ3DmkDIq9t1KaEtQjlqjKBTDqTpF3MkPkhkwIkC_aXu7kfJ6HX1wAXd3qPTpVjTBPTbiONue_Z36UiQ8J0SkW6GHq7S-1yEvuM4PxQTqomaqrqlUDlVoRI4Sw1EJw6FIAehA6nrKOYpAlGOUTW266kSXcE=&p=20&fvj=0&vjs=3,Toronto,1,1,1,1,
329,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJiaMngP8gGUPv_Vz-5kZOa5ZvwH44FkcEsSV0QKCQVaV8XGEtBunQM5DBKDQFGbYfdMq8uLnPC_CipboUYcF3iG5VAKWaAMuU_idxonudguEa6AL21kVoJ8QcjG8SQDviuy4X3S8HMd3PRemADODVOanTOHEIfnj5_sUBp1XOOD7ahS1s-j5bA9Uo9d0LB-yhNJIY_MQCKJlgkc10RkkqaAlj78en9_7drBwazhIBRBlg3Jbc9nn0emrPfVzc2NhDMKjJmz6XhCi2flYp-PQeowuNO2GkmyXDKx4kHdgN9kDwRoUt50fRL9fQSMah2K8igrOZkTd6f3pDxBE3AnmA3hLy1NXIc_GpPkwgPepuZ2UGI9grtrfQfK70F3wp6aQr6aiKciDky8AIwitIMbdAhM&p=21&fvj=0&vjs=3,Toronto,1,1,1,,1
330,DATA SCIENTIST,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CW81yLmMX0jZhkp9wi2Zzr1m-t1jAbw6FN9Wv5HozWh14F5jwCNHCXR2SMRH94RkiJl-9VEPLSMrqxQEyU1Gv-26IiIy0HkWM2RmvKZ7rRwiqbiCQS5ANixGX-hpQ2ko1TmyHM0qFWhLCooxFdx63KHHrHYKNgVZi1xehSZ01vUnLIQXVzhnOvZpTGUwIPYds6b9RpHIp94TS7B-j48B9W684mnq1kyobvDtwNG_YHY1lrpT6P1xVVENCnIIzNBVg9LaMK_013iUHeXbW4z4M3yhHCG4OuYUbUzlFdUwlQ_USusvKMygzbFhp3TIuSqhWqUFUGYth5DrQcpqfGPwp_MwjZKn5lHmzeem9znxKako2liFTYmOnbP4-uT012QMyBuY5ELcxlxr3TeqRkotsSs-pUoS_mrHERJSyo9DhcTA==&p=22&fvj=0&vjs=3,Toronto,,1,,,
331,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBTYOhe_BDBSz0HtAMMknwvcXTNoPimzvcYe9voOIo0ToZm6h49CrjUiNk_MCi1p0zuxRYOw9hJ9z3cWmJ-A9ZkAyU28bcnGQ5xcnfaWEoXYsbZ2-ESXhT9kp_XMsfSFRbiqAXfoFGAwX847w7OuXL6gImJcCxCFQ6_D3asHJWCCOI9dNl_DJWjDBDQ26Ns4aGMkmawQH8A_mdIwQpxAi8X_KhqVPXXpA0ocDf5YveUwZ9BoFd2qTYq_yPRIEJqIz-x7O3qq-RieXbN2QlMB_vYpBlb8eujtPug==&p=23&fvj=1&vjs=3,Toronto,,,,,
332,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKnE5S0U0xepMa7MroCFp50HFaO3j1255oULWj54pZbSARCjz9xIqZ_krEfstEkaVHcA7h4XYWft1BiwBVzNwPPat1UIhBvLi7nA3HkG6dc0dso-wTC1gO-KazUWjcBP4_KBWTo_LSIVenEtB4Z96JRH1SFh9cBiNGHI54tdQDzUc3MxTdOUEDlu-qyPJsNdb9ugQKTBTU4DSLsl6DRUGMFX54_fvoPdWI53dHkYeecs6ZuZ_VgtqtL5XEgd77A_l8jbnfkoE_EpuC9jfjoJyIs=&p=24&fvj=1&vjs=3,Toronto,,1,,1,1
333,Head of Artificial Intelligence & Machine Learning Research,https://www.indeed.ca/rc/clk?jk=53046fae85aa08c4&fccid=510aa29fcf8f87d9&vjs=3,Toronto,,1,,,
334,SENIOR COMMERCIAL CREDIT AND LENDING DATA ANALYST,https://www.indeed.ca/rc/clk?jk=7cfcbff520e13f55&fccid=c2a63affe8751868&vjs=3,Toronto,,1,,,
335,Analytics - Analytics Generalist - Senior Associate,https://www.indeed.ca/rc/clk?jk=22b056082a358153&fccid=5e964c4afc56b180&vjs=3,Toronto,,1,,,
336,Senior Software Engineer - Machine Learning,https://www.indeed.ca/rc/clk?jk=d1b180386c1ef2d6&fccid=5434780ac3971e0d&vjs=3,Toronto,1,1,,,
337,Sr. Machine Learning Software Engineer,https://www.indeed.ca/rc/clk?jk=349c84b181567422&fccid=aef928e89977f7f0&vjs=3,Toronto,1,1,,,
338,Analyst - Advanced Analytics Team,https://www.indeed.ca/rc/clk?jk=0905318e0502b2d7&fccid=1c4aa3d5a92746d4&vjs=3,Toronto,1,1,,,1
339,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=06af34e7c2ef706f&fccid=e58b98011df8b83e&vjs=3,Toronto,,1,1,,
340,Machine Learning Software Engineer Sr.,https://www.indeed.ca/rc/clk?jk=4fb76f739649b47e&fccid=d40ebe11fc879426&vjs=3,Toronto,1,1,,,
341,Tenure Track Position in Media Audiences & Analytics,https://www.indeed.ca/rc/clk?jk=06602566cf575c31&fccid=4ef803080f204758&vjs=3,Toronto,,1,,,1
342,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=3d37eb916c8d5806&fccid=902725744ef10f3f&vjs=3,Toronto,,1,,,
343,"Machine Learning Engineering Technical Lead, Self Driving",https://www.indeed.ca/rc/clk?jk=b6421f4b7f58a5be&fccid=f766f8bfbc3effb7&vjs=3,Toronto,1,1,,,
344,Technical Specialist - Senior Finance Master Data Analyst,https://www.indeed.ca/rc/clk?jk=adfcc078806316d4&fccid=3a429036b3725efa&vjs=3,Toronto,1,1,1,,1
345,Senior Machine Learning System Software Engineer,https://www.indeed.ca/rc/clk?jk=c3c1181407f58cd7&fccid=d40ebe11fc879426&vjs=3,Toronto,1,,,,
346,Sr Machine Learning Product Engineer,https://www.indeed.ca/rc/clk?jk=ad97eb5d031bdbfd&fccid=d7114f1cac8d0711&vjs=3,Toronto,1,1,,,
347,Principal Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=d7f3a252ecc7da55&fccid=f3e403e0f1d59b84&vjs=3,Toronto,,,,,1
348,Senior Machine Learning Engineer - Speech Recognition,https://www.indeed.ca/rc/clk?jk=304933f28a212d17&fccid=80413c126d4e4312&vjs=3,Toronto,,,,,1
349,Software Development Engineer - Machine Learning,https://www.indeed.ca/rc/clk?jk=125127dff30ff4e7&fccid=fe2d21eef233e94a&vjs=3,Toronto,1,1,,,
350,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=26c8142077632cd4&fccid=186cb782756b7dbf&vjs=3,Toronto,1,1,,,
351,ML Engineer,https://www.indeed.ca/rc/clk?jk=46e9eb90223b03f2&fccid=ffd7023414cb4b91&vjs=3,Toronto,1,1,,,
352,Senior Software Engineer (Machine Learning Platform),https://www.indeed.ca/rc/clk?jk=238b4ef79f53cd91&fccid=d8ca090bd1ad5f9d&vjs=3,Toronto,,,,,
353,"Postdoctoral Research Fellow in Computer Vision, Deep Learning and SLAM",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0Bop1AwOGSXkIS5LvCcIOLCU6dprbvn4zr_8xHydz3OCg5jCW24zXACXeySrV8WFL73U5XD2kmIxg4Q4YmHcdQrsnpjEaM5hFxJItfg5V6lRLqSb0C_xpPZYw-DOL-y8VMoOzIo5C51_Q3bn0tZJ3eW5fcfMB3rgIcC6Dt8n_Wz8dz1Cip-ikoOhUK0ZMs2wOc1TPteLd3Q2Z2kSA3YI5XRixSFiTqB5Y24zCs40u4WqAxtWNW5N314QY9z8I982tpx-VnKJPiTEwnkYhqdTsyC6TGCsgyGO6_0pHjQ8iXusxJhxwDAkY_PFpqWmBfh2iL6ziyC6RUl6YTrFvQ4YAxCcskaYDHoChtb1aOPNy2JgIW696FoQ-oxtUXuXUaPPiPD5LEMMZgF4Cd6jqd6BZG2UA86s9kPPowgPB0AnunL-pGyeLY7r44uuCFeQY00IebKbGYpgf0XaEd6uLoWrczp6AmFbf-Jnu8AJfYLz1It1JSonR38yVkPUGmelmK27V7J7b34lBnExQ==&p=20&fvj=1&vjs=3,Toronto,,1,,,
354,"Director, Data Science Initiatives",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIANRFn7GZl0LUUkB4eDLyVGpcpyTEoXkxag_rLlMz-FEifsHVp8vD5NWcMGwXi68ypovIvdUB9dy1hcWhIOlf7kk14dGMtdIidJ93Bkr0cc1ntV878Phv-SPOsJTW_QJt67LE05pCp9LjMZIi5sa7n5ZmNjcuAPDEpuMK1nzihUDslhaf7amMIaSZcezzJNir5HZ7qUpDeeiGeycrHWp8JBvgmsDWPX21Ejii7QO-TyBYVurkimeSphEMa5SLvLiDRoT2tljpzgw3_2jP_T7W4T6Gu_4Q5Cys_xgR1tZw4cDAtEqQYAwt3-6wxUNWFXefRICIPmBtnf_IL0Q8wWThTWw4FnnczYwNenxlkREqgLiy5nYRl_xTb25rbvLTAec22jXyhaslM1yMlIr53o7CjQSE8HFpaAx-bYm9f8I0LrCnLvmgv-ZZkXQfSswikBSLXxW4AiBfSy0BOzKVfALPo9SjNKH1JtrDPTbX71uKIINYhIfEuCdH0rD4999uXYCjI=&p=21&fvj=0&vjs=3,Toronto,1,1,1,1,
355,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwER-PKXIa9HFnsUjwP_9Z9oFEUIC8l3HZRFgvWwAJo1uQHuJEHa5WDJniI_715ubGWcqv0FWXnci0POMLEcVNTq4yx3BCxdDb-aL1cibvBt86KSuiDx3QCE89JDXLRbu8dqRd2vlQN7afpI3phrv9fLck7tLRoq7JAZu6dBZIk8RNztLn1na1NEnkXggbrh8cVPCoRCLAe4tEAg0a7uY3RQ9amAo_2-pAusmN4w6amXDNawtrU6mGZ-6yMHvQPl1URmV1q-_xyg-uNxFEtVXCaoxphaLRG_acBlnsvQOjxE6CTRhNBM4Dte6xM6CyqRbp_YTHKhylqJNon3gl3xQtwyIDo5QU6AxV8H8SUXMstSqQ-LFspEAgOlslke82q7vXFS7W66wrOCczpNCtgXoSqw3gR-NmeskLcQ==&p=22&fvj=0&vjs=3,Toronto,,,,,
356,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuht9hnUP7HcqHEnvDx2t3D1xkU-AdR73vhx1KtOXXLDrhojNHA8EM4oYOfEQ2LVszBM70WMUdvBwrxE8JDJ1hbOLEWwW9ura7iLmeEY99vpG-KJ1IayhJbf01Km0k0roFHufVjGwoYJAuJho7NYX-xtRpCeS3aing5Ns7q2RwLVU_tVX1LkoZfcIt_Zf0O21gIFgoZPFXTFHf8uV503XIRgLH1KQKEiHtgoz4G6wDKg7kHr4zq_LlHdrnIwFz-4wj97BMwz_IO2RWuY2QQMPvE1LS1uo3VnISPNzpN0H1n8w0xd3adDc5OVrvt2H7k0F2_aqaNMTpoAzfsptnMsU-I-g4SR1KQ0lQW3Q_Tr8kQA7Y9MBrzJv8C03JPxDkaJHJoZwYujUUmb5vCt1Z1vI0P9gQKEJjq0cpIRo5fLqqIA6Y8=&p=23&fvj=0&vjs=3,Toronto,1,1,1,1,
357,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJiaMngP8gGUPtLNBfgbi4aRlry4L5le48BNIydhOoCj51OBGhcQMYTiO0emWRbYOk9i8ylm_8gBLZUTPmKmJThg-bF62d2nx-wKFeSEVHWnFWMzfHzoT5i9ri8ZQd_AdemVL0EZ6H_Uwwz4nf9HgvzVShXnwxkZ-bL_zhLT-5H8Qc_74b-sc89G9XIEDSQAMXpeW41rQcCr3Q0BK02eDwAxzH0KecOUk7Jwm_DFmyK1VHBkrR7-nczXpLNQQ6wg-8MoNGvXa9mdh07XlBnW8i0B51oIkzpdFlyK6MyQVNckPDGsOEabTct7Muz9Evv4RTMKRolNA2LO7AV8HWLEF7GTIu9FDkaGjxytaT6Kjtpu9FciFmb4UgT_9HRH7F8NcHyEmNsz6szufokmVkALzfD5&p=24&fvj=0&vjs=3,Toronto,1,1,1,,1
358,DATA SCIENTIST,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CW81yLmMX0jZhkp9wi2Zzr1m-t1jAbw6FN9Wv5HozWh14F5jwCNHCXR2SMRH94RkiJl-9VEPLSMrqxQEyU1Gv-26IiIy0HkWM2RmvKZ7rRwiqbiCQS5ANixGX-hpQ2ko1TmyHM0qFWhLCooxFdx63KHHrHYKNgVZjMOX1QtWCkkYpbtZAJlxtzD4QK8xfybS48ImQzoKUXF5lnQuv6M2l7fgbFDW3GzIEJyEHR3_tF7ldjUNZr3fUGpArAnWFjWpuinG3qIbt7BUqrhIlHRnCjUI_EFljtUlYQUJC-eqQltapVQzXRswSzHt4DPlyyFRUFirZ7ZClLQGQrYNoeDCzcXVo0Qxry7YgBqKYYAReR3XPZGv3YkL0AaYB1IdDeX-Hh-9Ne5pxVvSoUuHguEB3-jz4cNbAbryp_8dJ1nFNBtQ==&p=25&fvj=0&vjs=3,Toronto,,1,,,
359,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBTYOhe_BDBSzY6oOEEOSGKJk72o60j9OLOW4sC3FuvH384h42q-knOpstqopi4aQK5CNcF5yB2M2mCMspvitGEhuDQGRTV6I93KNGNXHsXmYL9YvcaXvx1WZq4np6Xz_827qJXU69vTFXbyejl6JqIahCA0NEB2QQjgzo6gbH6P7nKFLJ8DBKd_T6VcXHh20vCuyOP_jEGlRPkm4emeUgXBiFYktVk6Oj4lgV9wmuY8R8GlQLPkqWbVqQUlu4oecf4oyHuhe0ol9Ue0e3Ecj2aYABWezOQmgHw==&p=26&fvj=1&vjs=3,Toronto,,,,,
360,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKnE5S0U0xepEa4zfetcysIz7Cw7RgngpPRc7ZKqFUXD1LhlhJGJns9zZUQs67wJaJ9nXYljsQVal_tDJYoWtl_9aoDzFD-Y1Vq5qbwvHF1qp6GdwbkxU_XaTzBckAUOMiwyc0Pc0UPqH0Nxx4naFc0JLAZn0uapPAzerhuxcp0v_n2dlwFrLHgjQasj8LuJtf3e4OSJrmkc-YxXJg5VwXh8TYCQ3Z9CL2BHe9AtfbW9wknGSub6U451OobSlSG4SJs4EyGPxBtb9Khywt2esAg=&p=27&fvj=1&vjs=3,Toronto,,1,,1,1
361,Head of Artificial Intelligence & Machine Learning Research,https://www.indeed.ca/rc/clk?jk=53046fae85aa08c4&fccid=510aa29fcf8f87d9&vjs=3,Toronto,,1,,,
362,SENIOR COMMERCIAL CREDIT AND LENDING DATA ANALYST,https://www.indeed.ca/rc/clk?jk=7cfcbff520e13f55&fccid=c2a63affe8751868&vjs=3,Toronto,,1,,,
363,Analytics - Analytics Generalist - Senior Associate,https://www.indeed.ca/rc/clk?jk=22b056082a358153&fccid=5e964c4afc56b180&vjs=3,Toronto,,1,,,
364,Senior Software Engineer - Machine Learning,https://www.indeed.ca/rc/clk?jk=d1b180386c1ef2d6&fccid=5434780ac3971e0d&vjs=3,Toronto,1,1,,,
365,Sr. Machine Learning Software Engineer,https://www.indeed.ca/rc/clk?jk=349c84b181567422&fccid=aef928e89977f7f0&vjs=3,Toronto,1,1,,,
366,Analyst - Advanced Analytics Team,https://www.indeed.ca/rc/clk?jk=0905318e0502b2d7&fccid=1c4aa3d5a92746d4&vjs=3,Toronto,1,1,,,1
367,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=06af34e7c2ef706f&fccid=e58b98011df8b83e&vjs=3,Toronto,,1,1,,
368,Machine Learning Software Engineer Sr.,https://www.indeed.ca/rc/clk?jk=4fb76f739649b47e&fccid=d40ebe11fc879426&vjs=3,Toronto,1,1,,,
369,Tenure Track Position in Media Audiences & Analytics,https://www.indeed.ca/rc/clk?jk=06602566cf575c31&fccid=4ef803080f204758&vjs=3,Toronto,,1,,,1
370,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=3d37eb916c8d5806&fccid=902725744ef10f3f&vjs=3,Toronto,,1,,,
371,"Machine Learning Engineering Technical Lead, Self Driving",https://www.indeed.ca/rc/clk?jk=b6421f4b7f58a5be&fccid=f766f8bfbc3effb7&vjs=3,Toronto,1,1,,,
372,Technical Specialist - Senior Finance Master Data Analyst,https://www.indeed.ca/rc/clk?jk=adfcc078806316d4&fccid=3a429036b3725efa&vjs=3,Toronto,1,1,1,,1
